0.063, -0.070
0.214, -0.070
0.364, -0.060
0.515, -0.060
0.666, -0.060
0.817, -0.060
0.968, -0.050
1.125, -0.050
1.276, -0.040
1.440, -0.040
1.591, -0.040
1.742, -0.030
1.892, -0.030
2.043, -0.030
2.194, -0.010
2.345, -0.010
2.502, -0.010
2.653, -0.010
2.816, -0.010
2.967, 0.320
3.118, 18.490
3.269, 18.930
3.420, -18.240
3.571, -156.940
3.723, -229.170
3.883, 69.180
4.034, 247.860
4.191, 397.380
4.342, 350.280
4.493, 386.440
4.643, 634.090
4.794, 620.590
4.944, 592.850
5.095, 469.680
5.254, 515.880
5.405, 442.670
5.568, 177.700
5.719, 111.420
5.870, 111.100
6.020, 103.470
6.171, 132.650
6.322, 129.910
6.472, 112.740
6.630, 108.660
6.781, 110.210
6.944, 110.170
7.095, 110.270
7.246, 109.780
7.397, 110.420
7.549, 115.140
7.700, 116.540
7.851, 112.750
8.006, 112.170
8.157, 111.150
8.320, 111.210
8.471, 111.180
8.622, 111.240
8.773, 111.280
8.923, 111.530
9.074, 111.870
9.225, 112.130
9.382, 112.340
9.532, 113.790
9.697, 113.050
9.847, 112.270
9.998, 111.980
10.148, 111.890
10.299, 111.860
10.450, 111.850
10.600, 111.230
10.758, 120.630
10.909, 329.760
11.072, 396.810
11.223, 408.190
11.374, 395.100
11.524, 394.810
11.675, 392.030
11.826, 392.410
11.976, 392.400
12.134, 392.330
12.285, 392.370
12.448, 392.390
12.599, 392.400
12.750, 392.420
12.901, 392.450
13.052, 392.480
13.202, 392.480
13.353, 392.600
13.510, 393.150
13.661, 394.050
13.825, 394.120
13.976, 393.270
14.127, 392.980
14.277, 392.950
14.428, 392.970
14.579, 392.980
14.729, 394.230
14.887, 395.670
15.037, 395.650
15.200, 395.560
15.351, 395.650
15.502, 394.770
15.652, 394.680
15.803, 395.120
15.954, 394.240
16.104, 393.720
16.263, 393.640
16.413, 393.660
16.576, 394.100
16.727, 394.370
16.878, 394.550
17.028, 394.590
17.179, 394.770
17.330, 395.050
17.480, 395.260
17.642, 395.330
17.793, 395.320
17.953, 394.530
18.104, 394.520
18.254, 394.750
18.405, 394.960
18.555, 394.920
18.706, 394.830
18.857, 394.610
19.015, 394.560
19.165, 394.510
19.329, 394.350
19.479, 394.330
19.630, 394.160
19.781, 393.790
19.931, 393.550
20.082, 393.540
20.232, 394.060
20.391, 394.300
20.541, 394.630
20.706, 394.870
20.856, 394.850
21.007, 394.060
21.158, 393.790
21.308, 393.560
21.459, 393.580
21.610, 395.000
21.767, 395.850
21.917, 395.850
22.081, 395.580
22.232, 395.580
22.383, 395.660
22.533, 395.710
22.684, 395.190
22.835, 394.860
22.985, 394.400
23.143, 394.310
23.294, 394.590
23.457, 394.780
23.608, 394.790
23.758, 394.370
23.909, 394.220
24.060, 393.950
24.210, 393.880
24.361, 393.920
24.519, 394.040
24.670, 394.620
24.834, 394.920
24.984, 394.970
25.135, 394.970
25.286, 394.890
25.436, 394.530
25.587, 394.570
25.738, 394.860
25.899, 394.900
26.050, 394.880
26.210, 394.530
26.361, 394.360
26.511, 394.220
26.662, 394.190
26.813, 394.160
26.964, 394.150
